Customer ID,Size,Color,Season,Category,email_engagement_status,activation_status,Previous Purchases,Purchase Amount (USD),Discount Applied,Promo Code Used,Frequency of Purchases,Age,Cluster
708,l,purple,spring,clothing,clicked,only_searched,21,38,yes,yes,annually,59,0
709,l,beige,summer,accessories,not_click,,19,50,yes,yes,fortnightly,37,0
710,l,charcoal,summer,outerwear,clicked,only_searched,23,79,yes,yes,monthly,49,3
713,xl,black,summer,clothing,not_open,not_activated,36,81,yes,yes,quarterly,42,1
714,m,lavender,summer,clothing,clicked,added_to_cart,39,90,yes,yes,bi-weekly,37,1
715,m,magenta,fall,outerwear,not_click,,40,70,yes,yes,fortnightly,26,1
717,m,olive,spring,accessories,clicked,purchased,9,29,yes,yes,bi-weekly,30,0
721,l,orange,fall,accessories,not_click,,19,62,yes,yes,weekly,33,3
723,s,blue,summer,clothing,not_open,not_activated,50,32,yes,yes,bi-weekly,27,2
724,l,cyan,fall,accessories,clicked,added_to_cart,43,53,yes,yes,monthly,35,2
725,xl,green,fall,clothing,clicked,only_searched,36,79,yes,yes,every 3 months,37,1
729,m,pink,winter,clothing,clicked,only_searched,12,78,yes,yes,every 3 months,29,3
730,l,beige,summer,accessories,clicked,purchased,46,56,yes,yes,every 3 months,41,2
731,m,indigo,summer,footwear,clicked,purchased,28,25,yes,yes,fortnightly,48,2
734,l,cyan,fall,clothing,clicked,purchased,20,36,yes,yes,bi-weekly,45,0
738,m,teal,spring,accessories,clicked,purchased,28,24,yes,yes,annually,47,2
739,l,orange,winter,accessories,not_click,,27,31,yes,yes,quarterly,56,2
741,m,orange,summer,clothing,clicked,purchased,22,69,yes,yes,fortnightly,26,3
746,l,orange,fall,clothing,clicked,only_searched,4,92,yes,yes,monthly,46,3
747,m,red,winter,footwear,not_click,,47,45,yes,yes,annually,40,2
749,l,brown,fall,accessories,not_click,,8,39,yes,yes,quarterly,35,0
753,l,yellow,fall,accessories,not_open,not_activated,17,85,yes,yes,every 3 months,39,3
754,m,teal,fall,footwear,not_open,not_activated,27,54,yes,yes,quarterly,47,2
755,l,pink,spring,accessories,not_click,,3,41,yes,yes,quarterly,36,0
760,xl,green,winter,clothing,not_click,,25,49,yes,yes,fortnightly,51,2
761,xl,violet,fall,accessories,not_click,,6,50,yes,yes,annually,33,0
762,l,yellow,fall,accessories,clicked,only_searched,26,91,yes,yes,weekly,57,1
763,m,pink,fall,accessories,not_open,not_activated,43,46,yes,yes,fortnightly,45,2
765,xl,silver,fall,clothing,not_click,,6,39,yes,yes,quarterly,55,0
766,m,pink,summer,footwear,clicked,purchased,13,99,yes,yes,quarterly,54,3
774,l,indigo,winter,accessories,clicked,added_to_cart,14,84,yes,yes,bi-weekly,29,3
775,m,yellow,summer,accessories,not_click,,11,46,yes,yes,quarterly,42,0
777,m,maroon,spring,clothing,clicked,purchased,8,60,yes,yes,every 3 months,49,3
778,xl,silver,spring,clothing,clicked,only_searched,37,32,yes,yes,weekly,55,2
779,m,yellow,summer,clothing,not_click,,23,50,yes,yes,annually,29,0
781,m,turquoise,spring,footwear,clicked,only_searched,38,26,yes,yes,quarterly,34,2
782,l,indigo,winter,accessories,not_click,,12,44,yes,yes,fortnightly,30,0
783,m,green,summer,clothing,not_click,,15,57,yes,yes,weekly,28,0
785,m,peach,winter,clothing,clicked,added_to_cart,41,72,yes,yes,every 3 months,31,1
786,s,purple,spring,clothing,clicked,purchased,37,62,yes,yes,fortnightly,46,1
789,xl,yellow,summer,clothing,clicked,purchased,18,51,yes,yes,quarterly,50,0
790,s,purple,fall,accessories,clicked,only_searched,4,84,yes,yes,bi-weekly,33,3
793,m,violet,spring,footwear,clicked,only_searched,45,45,yes,yes,weekly,34,2
796,m,beige,summer,footwear,not_click,,34,26,yes,yes,annually,39,2
797,xl,black,fall,clothing,clicked,purchased,43,78,yes,yes,annually,42,1
798,m,violet,fall,outerwear,clicked,added_to_cart,38,82,yes,yes,weekly,42,1
800,l,brown,summer,accessories,clicked,purchased,31,55,yes,yes,annually,55,2
801,s,gold,summer,clothing,not_click,,20,20,yes,yes,every 3 months,32,0
804,l,silver,winter,clothing,not_click,,30,38,yes,yes,every 3 months,32,2
805,m,maroon,summer,footwear,not_click,,28,47,yes,yes,quarterly,43,2
807,l,charcoal,summer,clothing,clicked,only_searched,46,56,yes,yes,quarterly,56,2
809,l,lavender,fall,footwear,clicked,purchased,38,96,yes,yes,every 3 months,46,1
810,m,violet,fall,footwear,not_click,,30,81,yes,yes,bi-weekly,48,1
811,s,lavender,fall,accessories,not_click,,32,83,yes,yes,bi-weekly,52,1
814,s,olive,summer,accessories,not_open,not_activated,14,45,yes,yes,annually,54,0
815,m,pink,winter,clothing,not_click,,8,62,yes,yes,monthly,31,3
816,l,teal,spring,accessories,not_click,,27,84,yes,yes,bi-weekly,30,1
817,l,cyan,summer,clothing,clicked,only_searched,24,24,yes,yes,monthly,26,0
820,s,teal,winter,accessories,not_click,,28,36,yes,yes,quarterly,55,2
823,l,magenta,winter,clothing,not_click,,23,59,yes,yes,annually,35,3
824,m,green,winter,accessories,clicked,purchased,11,27,yes,yes,quarterly,51,0
826,xl,brown,fall,accessories,not_click,,17,94,yes,yes,monthly,27,3
827,m,purple,winter,clothing,clicked,only_searched,36,94,yes,yes,weekly,54,1
828,s,green,fall,footwear,clicked,added_to_cart,33,51,yes,yes,fortnightly,31,2
831,m,maroon,fall,clothing,clicked,purchased,5,76,yes,yes,annually,41,3
834,m,purple,fall,accessories,not_click,,11,68,yes,yes,annually,43,3
835,m,indigo,summer,accessories,clicked,only_searched,18,89,yes,yes,weekly,52,3
836,l,indigo,summer,footwear,clicked,purchased,21,26,yes,yes,weekly,35,0
839,m,gray,spring,outerwear,not_open,not_activated,49,29,yes,yes,annually,33,2
842,m,beige,summer,clothing,clicked,purchased,28,88,yes,yes,fortnightly,55,1
845,l,purple,winter,footwear,clicked,only_searched,44,48,yes,yes,bi-weekly,59,2
846,xl,charcoal,winter,accessories,clicked,added_to_cart,30,21,yes,yes,monthly,31,2
849,m,lavender,fall,footwear,not_open,not_activated,33,73,yes,yes,bi-weekly,48,1
853,l,yellow,spring,clothing,clicked,purchased,23,60,yes,yes,every 3 months,34,3
857,m,gold,summer,clothing,clicked,only_searched,47,33,yes,yes,fortnightly,55,2
860,m,teal,winter,clothing,not_click,,7,73,yes,yes,monthly,47,3
861,m,maroon,spring,footwear,clicked,only_searched,3,87,yes,yes,monthly,26,3
862,xl,green,spring,clothing,not_open,not_activated,35,100,yes,yes,every 3 months,46,1
864,m,cyan,summer,footwear,clicked,purchased,42,41,yes,yes,fortnightly,49,2
865,s,charcoal,winter,clothing,clicked,purchased,5,59,yes,yes,annually,51,3
870,m,silver,spring,accessories,not_click,,33,54,yes,yes,weekly,38,2
873,m,pink,spring,clothing,not_click,,25,33,yes,yes,quarterly,56,0
874,m,pink,summer,footwear,not_open,not_activated,24,77,yes,yes,quarterly,51,3
876,l,gray,summer,footwear,clicked,added_to_cart,7,39,yes,yes,every 3 months,37,0
877,l,gray,summer,accessories,not_click,,1,51,yes,yes,weekly,41,0
882,m,silver,summer,footwear,clicked,only_searched,18,61,yes,yes,annually,52,3
883,m,cyan,fall,footwear,not_open,not_activated,37,35,yes,yes,every 3 months,50,2
886,l,purple,fall,clothing,not_open,not_activated,49,99,yes,yes,every 3 months,41,1
889,s,gold,spring,accessories,clicked,purchased,44,77,yes,yes,annually,49,1
890,s,olive,fall,accessories,not_click,,50,84,yes,yes,weekly,59,1
891,s,purple,spring,accessories,clicked,added_to_cart,47,51,yes,yes,monthly,52,2
895,l,purple,spring,clothing,clicked,only_searched,3,60,yes,yes,quarterly,44,3
896,xl,olive,spring,accessories,not_open,not_activated,33,69,yes,yes,quarterly,40,1
901,l,gray,fall,accessories,not_click,,42,98,yes,yes,quarterly,54,1
903,m,beige,summer,accessories,clicked,only_searched,5,44,yes,yes,monthly,43,0
904,m,blue,winter,outerwear,not_click,,3,45,yes,yes,quarterly,44,0
907,m,red,spring,clothing,clicked,added_to_cart,21,56,yes,yes,bi-weekly,41,0
909,m,turquoise,winter,accessories,clicked,added_to_cart,9,99,yes,yes,every 3 months,26,3
911,s,pink,spring,clothing,clicked,added_to_cart,22,25,yes,yes,monthly,49,0
912,m,black,winter,clothing,clicked,only_searched,2,74,yes,yes,quarterly,53,3
915,l,purple,summer,clothing,clicked,purchased,27,67,yes,yes,every 3 months,43,1
916,l,purple,winter,clothing,not_click,,33,22,yes,yes,fortnightly,31,2
920,l,green,winter,clothing,clicked,only_searched,17,82,yes,yes,bi-weekly,41,3
924,m,silver,spring,clothing,not_click,,7,24,yes,yes,weekly,55,0
925,xl,beige,winter,clothing,clicked,added_to_cart,37,78,yes,yes,quarterly,52,1
927,xl,green,spring,clothing,clicked,purchased,11,63,yes,yes,bi-weekly,54,3
930,m,white,fall,footwear,not_click,,26,94,yes,yes,fortnightly,59,1
931,l,green,fall,clothing,clicked,only_searched,20,78,yes,yes,bi-weekly,26,3
935,s,yellow,spring,clothing,clicked,purchased,21,47,yes,yes,monthly,45,0
936,l,white,fall,clothing,clicked,purchased,2,51,yes,yes,fortnightly,58,0
938,m,magenta,summer,clothing,clicked,only_searched,18,24,yes,yes,quarterly,32,0
939,s,teal,fall,clothing,clicked,only_searched,21,97,yes,yes,fortnightly,36,3
943,m,cyan,winter,clothing,not_open,not_activated,38,91,yes,yes,bi-weekly,26,1
948,m,charcoal,winter,clothing,not_open,not_activated,6,32,yes,yes,every 3 months,57,0
949,l,olive,summer,accessories,clicked,added_to_cart,11,90,yes,yes,every 3 months,49,3
950,m,olive,summer,clothing,not_click,,49,36,yes,yes,monthly,33,2
951,xl,turquoise,winter,accessories,not_click,,30,37,yes,yes,quarterly,54,2
958,xl,violet,spring,accessories,clicked,only_searched,11,23,yes,yes,quarterly,38,0
960,m,cyan,spring,clothing,not_open,not_activated,12,99,yes,yes,fortnightly,36,3
965,m,beige,spring,footwear,clicked,only_searched,12,51,yes,yes,bi-weekly,42,0
966,l,black,spring,footwear,clicked,added_to_cart,10,55,yes,yes,annually,43,0
967,m,brown,spring,clothing,not_open,not_activated,19,55,yes,yes,annually,58,0
968,s,silver,summer,clothing,clicked,only_searched,4,26,yes,yes,weekly,27,0
969,l,gray,summer,clothing,not_open,not_activated,48,67,yes,yes,quarterly,57,1
970,s,pink,fall,outerwear,clicked,purchased,37,31,yes,yes,monthly,40,2
971,s,maroon,winter,clothing,clicked,only_searched,4,66,yes,yes,monthly,45,3
972,m,cyan,summer,accessories,clicked,purchased,15,67,yes,yes,weekly,47,3
976,m,olive,summer,clothing,not_open,not_activated,2,40,yes,yes,weekly,58,0
979,m,turquoise,summer,accessories,clicked,only_searched,33,40,yes,yes,weekly,56,2
981,s,magenta,spring,footwear,clicked,only_searched,39,98,yes,yes,every 3 months,56,1
982,m,silver,spring,accessories,clicked,purchased,47,42,yes,yes,quarterly,27,2
983,s,red,summer,outerwear,clicked,purchased,37,62,yes,yes,monthly,35,1
987,s,peach,spring,accessories,not_click,,36,96,yes,yes,monthly,54,1
991,s,yellow,spring,accessories,not_click,,24,63,yes,yes,weekly,48,3
993,m,gray,winter,outerwear,clicked,added_to_cart,50,99,yes,yes,weekly,46,1
995,l,violet,fall,footwear,clicked,only_searched,20,68,yes,yes,monthly,53,3
996,m,magenta,spring,accessories,not_click,,10,80,yes,yes,weekly,44,3
997,l,maroon,summer,footwear,not_click,,32,91,yes,yes,quarterly,29,1
999,m,white,spring,footwear,not_open,not_activated,48,90,yes,yes,bi-weekly,51,1
1000,l,brown,spring,clothing,not_click,,23,28,yes,yes,monthly,50,0
1001,m,red,winter,clothing,not_open,not_activated,1,46,yes,yes,bi-weekly,43,0
1003,m,white,spring,footwear,not_open,not_activated,3,59,yes,yes,bi-weekly,55,3
1004,m,green,fall,accessories,not_click,,3,68,yes,yes,bi-weekly,56,3
1005,m,black,summer,accessories,clicked,purchased,44,79,yes,yes,annually,33,1
1006,m,gold,winter,accessories,clicked,only_searched,5,94,yes,yes,bi-weekly,43,3
1010,m,silver,summer,clothing,clicked,only_searched,11,30,yes,yes,annually,39,0
1012,l,indigo,spring,accessories,clicked,purchased,32,25,yes,yes,fortnightly,43,2
1013,l,teal,summer,footwear,clicked,purchased,27,37,yes,yes,annually,28,2
1019,xl,charcoal,spring,clothing,not_click,,46,70,yes,yes,weekly,50,1
1020,s,beige,winter,clothing,not_click,,33,76,yes,yes,bi-weekly,32,1
1022,s,lavender,winter,outerwear,not_click,,39,51,yes,yes,weekly,55,2
1028,l,teal,summer,accessories,clicked,purchased,11,90,yes,yes,monthly,33,3
1030,m,purple,spring,accessories,clicked,added_to_cart,33,22,yes,yes,bi-weekly,29,2
1031,l,blue,winter,outerwear,not_click,,37,89,yes,yes,quarterly,58,1
1033,m,lavender,fall,footwear,not_click,,44,36,yes,yes,quarterly,55,2
1040,m,magenta,fall,accessories,clicked,purchased,39,46,yes,yes,monthly,29,2
1042,m,orange,summer,clothing,clicked,only_searched,11,25,yes,yes,fortnightly,36,0
1045,l,teal,summer,clothing,clicked,only_searched,17,30,yes,yes,every 3 months,39,0
1046,l,black,fall,clothing,clicked,only_searched,11,79,yes,yes,bi-weekly,54,3
1047,m,magenta,winter,footwear,clicked,purchased,12,22,yes,yes,annually,40,0
1048,s,olive,fall,clothing,clicked,purchased,7,36,yes,yes,fortnightly,31,0
1049,l,yellow,fall,clothing,clicked,purchased,19,77,yes,yes,fortnightly,30,3
1054,m,blue,spring,clothing,clicked,purchased,10,70,yes,yes,bi-weekly,59,3
1059,l,violet,summer,accessories,not_click,,49,33,yes,yes,every 3 months,29,2
1061,s,gray,summer,clothing,not_open,not_activated,21,35,yes,yes,every 3 months,27,0
1062,m,gray,summer,outerwear,not_click,,12,62,yes,yes,every 3 months,36,3
1063,m,brown,fall,footwear,clicked,purchased,21,75,yes,yes,every 3 months,59,3
1065,m,violet,spring,accessories,not_click,,42,28,yes,yes,every 3 months,34,2
1067,m,red,winter,outerwear,clicked,added_to_cart,11,96,yes,yes,bi-weekly,49,3
1069,m,olive,fall,clothing,clicked,purchased,47,94,yes,yes,weekly,55,1
1071,m,magenta,summer,accessories,not_click,,50,75,yes,yes,weekly,50,1
1075,s,white,fall,accessories,clicked,only_searched,45,71,yes,yes,fortnightly,48,1
1076,l,indigo,summer,accessories,clicked,added_to_cart,32,50,yes,yes,bi-weekly,57,2
1078,m,pink,winter,outerwear,clicked,purchased,5,28,yes,yes,quarterly,58,0
1079,m,silver,fall,clothing,not_click,,49,59,yes,yes,fortnightly,37,2
1083,xl,cyan,winter,accessories,not_click,,30,85,yes,yes,quarterly,54,1
1084,l,teal,summer,accessories,clicked,added_to_cart,43,97,yes,yes,weekly,35,1
1085,s,purple,fall,clothing,not_click,,48,36,yes,yes,quarterly,34,2
1087,m,olive,winter,accessories,clicked,only_searched,27,62,yes,yes,bi-weekly,53,1
1088,s,white,winter,clothing,clicked,purchased,7,71,yes,yes,monthly,45,3
1089,m,turquoise,winter,clothing,not_click,,2,21,yes,yes,weekly,49,0
1090,m,silver,spring,accessories,clicked,added_to_cart,33,61,yes,yes,bi-weekly,40,1
1091,m,violet,spring,accessories,clicked,purchased,27,58,yes,yes,fortnightly,38,2
1092,l,lavender,spring,clothing,not_open,not_activated,6,80,yes,yes,fortnightly,44,3
1098,m,black,summer,accessories,not_click,,47,27,yes,yes,weekly,58,2
1099,s,turquoise,spring,accessories,not_open,not_activated,27,98,yes,yes,weekly,49,1
1103,m,peach,fall,clothing,not_click,,24,83,yes,yes,fortnightly,52,3
1111,l,cyan,fall,clothing,not_click,,31,61,yes,yes,bi-weekly,28,1
1114,m,purple,summer,accessories,clicked,added_to_cart,11,80,yes,yes,bi-weekly,28,3
1115,l,violet,fall,clothing,clicked,only_searched,47,25,yes,yes,every 3 months,55,2
1116,s,peach,fall,accessories,clicked,purchased,37,58,yes,yes,weekly,30,2
1119,m,purple,summer,accessories,clicked,only_searched,11,65,yes,yes,every 3 months,49,3
1120,m,indigo,spring,accessories,clicked,only_searched,36,36,yes,yes,weekly,34,2
1125,m,orange,spring,clothing,clicked,only_searched,40,20,yes,yes,quarterly,42,2
1126,m,lavender,summer,footwear,not_open,not_activated,10,90,yes,yes,weekly,27,3
1128,xl,maroon,spring,clothing,not_click,,22,53,yes,yes,monthly,50,0
1130,xl,white,winter,clothing,not_click,,46,65,yes,yes,fortnightly,37,1
1133,s,teal,spring,clothing,not_open,not_activated,25,98,yes,yes,fortnightly,50,1
1134,xl,magenta,winter,footwear,clicked,only_searched,29,36,yes,yes,weekly,36,2
1138,xl,pink,winter,clothing,not_click,,16,91,yes,yes,every 3 months,46,3
1140,l,purple,spring,outerwear,not_click,,42,53,yes,yes,bi-weekly,58,2
1141,m,white,winter,clothing,not_open,not_activated,6,39,yes,yes,every 3 months,31,0
1146,l,pink,summer,footwear,clicked,added_to_cart,30,89,yes,yes,every 3 months,31,1
1149,m,violet,spring,clothing,not_open,not_activated,10,66,yes,yes,fortnightly,34,3
1151,s,red,winter,accessories,clicked,purchased,50,36,yes,yes,bi-weekly,29,2
1152,m,gray,spring,clothing,not_open,not_activated,24,86,yes,yes,weekly,41,3
1154,m,pink,summer,clothing,clicked,purchased,6,41,yes,yes,quarterly,27,0
1155,l,cyan,spring,clothing,clicked,only_searched,44,82,yes,yes,bi-weekly,49,1
1158,m,charcoal,fall,accessories,clicked,only_searched,11,66,yes,yes,quarterly,37,3
1161,s,blue,summer,accessories,not_click,,9,42,yes,yes,bi-weekly,37,0
1163,m,blue,winter,footwear,clicked,purchased,13,92,yes,yes,weekly,47,3
1166,m,silver,winter,clothing,clicked,purchased,21,64,yes,yes,every 3 months,51,3
1171,s,red,spring,clothing,clicked,only_searched,33,62,yes,yes,bi-weekly,57,1
1172,m,lavender,spring,clothing,clicked,purchased,15,55,yes,yes,annually,41,0
1173,l,peach,spring,outerwear,clicked,purchased,42,68,yes,yes,bi-weekly,59,1
1174,m,indigo,winter,accessories,not_click,,42,76,yes,yes,bi-weekly,44,1
1175,m,black,winter,accessories,clicked,only_searched,19,31,yes,yes,bi-weekly,42,0
1177,m,red,winter,clothing,not_click,,39,83,yes,yes,quarterly,36,1
1178,m,black,spring,clothing,clicked,only_searched,24,21,yes,yes,monthly,54,0
1183,m,maroon,spring,accessories,not_open,not_activated,45,21,yes,yes,quarterly,37,2
1186,m,magenta,spring,clothing,not_click,,29,64,yes,yes,monthly,47,1
1192,l,charcoal,winter,clothing,clicked,added_to_cart,50,70,yes,yes,quarterly,34,1
1193,m,turquoise,summer,outerwear,clicked,purchased,42,56,yes,yes,quarterly,49,2
1194,l,pink,fall,outerwear,not_click,,18,55,yes,yes,fortnightly,40,0
1195,s,teal,winter,clothing,clicked,only_searched,6,46,yes,yes,fortnightly,50,0
1197,m,maroon,winter,accessories,clicked,only_searched,13,88,yes,yes,bi-weekly,30,3
1198,l,violet,fall,footwear,not_click,,26,92,yes,yes,annually,54,1
1199,m,brown,summer,clothing,clicked,purchased,17,49,yes,yes,annually,40,0
1200,m,indigo,fall,footwear,not_click,,3,89,yes,yes,weekly,49,3
1204,m,orange,winter,footwear,clicked,only_searched,23,82,yes,yes,annually,40,3
1206,m,olive,spring,accessories,clicked,purchased,38,99,yes,yes,fortnightly,52,1
1215,m,blue,fall,outerwear,clicked,purchased,5,81,yes,yes,every 3 months,30,3
1218,xl,cyan,fall,footwear,not_click,,12,63,yes,yes,every 3 months,50,3
1219,m,cyan,spring,footwear,not_open,not_activated,43,79,yes,yes,every 3 months,55,1
1223,l,magenta,fall,clothing,clicked,purchased,27,69,yes,yes,annually,58,1
1226,s,turquoise,fall,accessories,not_click,,16,97,yes,yes,weekly,28,3
1227,s,cyan,fall,footwear,clicked,purchased,18,91,yes,yes,bi-weekly,53,3
1228,l,yellow,spring,clothing,clicked,purchased,19,37,yes,yes,bi-weekly,27,0
1229,s,yellow,winter,outerwear,clicked,only_searched,1,55,yes,yes,annually,55,0
1230,xl,maroon,winter,accessories,not_click,,39,52,yes,yes,annually,34,2
1234,l,beige,winter,clothing,not_click,,40,73,yes,yes,every 3 months,46,1
1235,m,indigo,fall,accessories,clicked,only_searched,2,99,yes,yes,bi-weekly,38,3
1237,m,white,summer,accessories,clicked,added_to_cart,35,68,yes,yes,every 3 months,42,1
1239,m,violet,winter,clothing,clicked,purchased,3,77,yes,yes,fortnightly,55,3
1241,l,white,winter,accessories,clicked,purchased,48,79,yes,yes,annually,41,1
1243,m,lavender,summer,clothing,clicked,only_searched,15,27,yes,yes,quarterly,56,0
1246,m,violet,fall,clothing,clicked,purchased,30,31,yes,yes,weekly,42,2
1251,xl,purple,winter,clothing,not_click,,24,26,yes,yes,monthly,52,0
1252,xl,orange,spring,clothing,clicked,purchased,43,86,yes,yes,monthly,56,1
1253,l,magenta,fall,footwear,not_open,not_activated,8,41,yes,yes,quarterly,28,0
1254,xl,red,winter,footwear,clicked,purchased,49,23,yes,yes,annually,39,2
1255,xl,black,spring,footwear,not_click,,2,56,yes,yes,bi-weekly,54,0
1256,m,peach,fall,accessories,clicked,purchased,38,68,yes,yes,fortnightly,30,1
1259,xl,gold,spring,footwear,clicked,purchased,34,87,yes,yes,every 3 months,47,1
1263,l,brown,winter,footwear,clicked,added_to_cart,44,62,yes,yes,monthly,29,1
1264,l,brown,winter,clothing,clicked,only_searched,1,70,yes,yes,bi-weekly,41,3
1266,m,lavender,spring,clothing,clicked,purchased,27,79,yes,yes,weekly,32,1
1274,l,silver,spring,clothing,clicked,added_to_cart,32,29,yes,yes,every 3 months,41,2
1275,m,olive,spring,accessories,not_open,not_activated,37,73,yes,yes,quarterly,54,1
1276,s,turquoise,fall,clothing,clicked,purchased,1,32,yes,yes,monthly,55,0
1277,l,turquoise,spring,footwear,not_open,not_activated,37,68,yes,yes,weekly,51,1
1279,m,violet,fall,clothing,not_click,,31,98,yes,yes,fortnightly,28,1
1281,l,white,winter,clothing,not_click,,39,78,yes,yes,every 3 months,30,1
1282,m,olive,spring,accessories,clicked,only_searched,8,81,yes,yes,bi-weekly,29,3
1287,l,yellow,winter,accessories,not_click,,44,49,yes,yes,fortnightly,40,2
1293,m,maroon,summer,accessories,not_open,not_activated,42,61,yes,yes,annually,26,1
1295,m,silver,summer,clothing,clicked,only_searched,21,64,yes,yes,every 3 months,27,3
1296,m,olive,fall,footwear,clicked,purchased,50,60,yes,yes,weekly,30,2
1297,s,teal,spring,clothing,not_click,,16,29,yes,yes,bi-weekly,48,0
1298,m,silver,summer,footwear,not_click,,32,85,yes,yes,annually,44,1
1300,l,teal,fall,accessories,clicked,only_searched,42,23,yes,yes,bi-weekly,29,2
1302,m,orange,fall,clothing,clicked,only_searched,21,54,yes,yes,weekly,42,0
1309,l,red,summer,clothing,clicked,purchased,14,38,yes,yes,every 3 months,59,0
1310,l,lavender,summer,clothing,clicked,only_searched,41,21,yes,yes,quarterly,32,2
1311,l,brown,winter,clothing,not_open,not_activated,38,59,yes,yes,every 3 months,43,2
1312,m,maroon,fall,footwear,clicked,only_searched,12,87,yes,yes,annually,32,3
1315,s,magenta,summer,footwear,not_click,,49,67,yes,yes,annually,42,1
1317,s,lavender,spring,accessories,clicked,purchased,14,32,yes,yes,bi-weekly,28,0
1318,m,green,spring,clothing,not_click,,19,43,yes,yes,monthly,28,0
1319,m,maroon,spring,clothing,not_open,not_activated,19,93,yes,yes,bi-weekly,52,3
1321,xl,teal,fall,accessories,clicked,purchased,19,31,yes,yes,annually,56,0
1322,l,orange,winter,clothing,not_open,not_activated,45,84,yes,yes,every 3 months,59,1
1324,m,yellow,spring,clothing,not_click,,15,62,yes,yes,every 3 months,58,3
1325,s,orange,summer,accessories,not_click,,11,77,yes,yes,fortnightly,39,3
1327,m,indigo,spring,footwear,not_open,not_activated,17,50,yes,yes,monthly,40,0
1328,m,turquoise,winter,outerwear,clicked,purchased,37,40,yes,yes,weekly,52,2
1329,m,orange,winter,clothing,clicked,only_searched,40,97,yes,yes,weekly,37,1
1332,m,lavender,spring,clothing,not_click,,8,91,yes,yes,bi-weekly,38,3
1335,s,white,spring,outerwear,not_open,not_activated,12,52,yes,yes,monthly,46,0
1336,m,lavender,fall,footwear,not_click,,26,49,yes,yes,weekly,56,2
1340,l,olive,winter,accessories,clicked,purchased,5,56,yes,yes,every 3 months,36,0
1341,m,peach,fall,accessories,clicked,only_searched,5,72,yes,yes,every 3 months,40,3
1343,xl,yellow,summer,accessories,clicked,purchased,11,43,yes,yes,monthly,57,0
1345,s,violet,fall,clothing,not_click,,14,37,yes,yes,annually,56,0
1346,m,white,fall,clothing,clicked,purchased,42,21,yes,yes,weekly,40,2
1347,l,white,winter,clothing,not_click,,15,91,yes,yes,bi-weekly,44,3
1348,m,cyan,summer,clothing,clicked,purchased,47,95,yes,yes,monthly,44,1
1351,m,orange,fall,accessories,not_open,not_activated,1,71,yes,yes,every 3 months,31,3
1352,l,maroon,summer,outerwear,not_click,,28,31,yes,yes,quarterly,30,2
1354,m,teal,winter,clothing,not_click,,4,83,yes,yes,every 3 months,39,3
1356,m,blue,summer,clothing,not_click,,50,91,yes,yes,bi-weekly,59,1
1360,s,cyan,winter,clothing,clicked,purchased,26,68,yes,yes,fortnightly,27,3
1361,l,black,fall,clothing,clicked,only_searched,4,43,yes,yes,annually,56,0
1362,m,beige,fall,clothing,clicked,added_to_cart,39,32,yes,yes,monthly,49,2
1363,m,gray,fall,outerwear,not_click,,29,46,yes,yes,weekly,41,2
1364,l,red,summer,clothing,not_click,,47,90,yes,yes,quarterly,36,1
1366,m,magenta,winter,accessories,not_click,,18,69,yes,yes,fortnightly,28,3
1367,m,magenta,fall,accessories,clicked,purchased,10,40,yes,yes,fortnightly,45,0
1372,m,charcoal,spring,clothing,clicked,only_searched,42,64,yes,yes,monthly,40,1
1376,l,brown,spring,footwear,not_click,,8,31,yes,yes,annually,42,0
1378,l,olive,spring,accessories,not_click,,42,54,yes,yes,monthly,33,2
1379,xl,lavender,fall,outerwear,clicked,only_searched,24,49,yes,yes,weekly,37,0
1381,s,beige,winter,footwear,clicked,purchased,41,35,yes,yes,fortnightly,51,2
1384,m,beige,spring,accessories,not_open,not_activated,4,58,yes,yes,monthly,36,0
1385,m,beige,fall,footwear,clicked,only_searched,8,96,yes,yes,weekly,46,3
1386,m,indigo,fall,accessories,clicked,purchased,1,64,yes,yes,bi-weekly,41,3
1392,s,white,winter,clothing,not_click,,38,29,yes,yes,annually,53,2
1394,l,yellow,spring,accessories,not_click,,14,58,yes,yes,fortnightly,46,0
1395,l,magenta,fall,outerwear,clicked,purchased,39,43,yes,yes,weekly,26,2
1396,l,turquoise,spring,accessories,clicked,only_searched,40,32,yes,yes,bi-weekly,47,2
1398,s,magenta,summer,accessories,clicked,purchased,33,67,yes,yes,annually,55,1
1399,m,cyan,summer,clothing,not_click,,25,45,yes,yes,weekly,30,0
1405,m,charcoal,winter,accessories,clicked,only_searched,10,28,yes,yes,weekly,36,0
1406,m,peach,winter,clothing,not_click,,39,100,yes,yes,monthly,33,1
1408,xl,charcoal,spring,accessories,not_open,not_activated,11,61,yes,yes,annually,56,3
1409,m,yellow,winter,clothing,clicked,purchased,38,58,yes,yes,weekly,58,2
1410,m,blue,spring,accessories,not_click,,41,50,yes,yes,fortnightly,34,2
1412,l,green,summer,clothing,clicked,purchased,13,24,yes,yes,quarterly,48,0
1414,s,indigo,fall,clothing,not_click,,12,79,yes,yes,quarterly,51,3
1415,m,black,summer,clothing,not_click,,3,51,yes,yes,bi-weekly,29,0
1417,l,silver,summer,footwear,clicked,added_to_cart,46,56,yes,yes,quarterly,48,2
1420,m,orange,summer,accessories,not_click,,4,75,yes,yes,quarterly,43,3
1423,l,charcoal,fall,clothing,clicked,added_to_cart,3,27,yes,yes,bi-weekly,44,0
